,Unnamed: 0,Unnamed: 0.1,State,State_Abr,Zip Code,County,City,Street,Lat,Lon,Features,Trulia Est,History Events,Property Events,Beds,Baths,Sqft,Price_Per_Sqft,Year Built
483,483,483,California,CA,95060,Santa Cruz County,Santa Cruz,232 Cardiff Pl,36.9765648,-122.0502552,Condo;$647/sqft;Lot Size: 653 sqft;$400/monthly HOA;Built in 2008;4 Rooms;Rooms: Dining Room% Walk In Closet;Heating: Forced Air;Heating Fuel: Gas;Cooling System: None;Air Conditioning;Washer;Dryer;Refrigerator;Microwave;Dishwasher;Disposal;Floors: Carpet% Hardwood;Skylight;Vaulted Ceiling;Double Paned Windows;Parking: Carport;Carport;Parking Spaces: 1;Storage;Elevator;Additional Storage;Cable Ready;Craftsman Architecture;Exterior: Wood;Roof: Composition;Year Updated: 2009;Patio;Garden;MLS/Source ID: ML81718719;,$475%000,03/27/2019:$475%000:Sold;03/18/2019:$499%000:Posting Removed;02/27/2019:$499%000:Pending;08/13/2018:$499%000:Listed For Sale;07/01/2018:$519%000:Pending to Active Status;04/24/2018:$519%000:Posting Removed;04/09/2018:$519%000:Pending to Active Status;01/28/2018:$519%000:Posting Removed;01/24/2018:$519%000:Price Change:$10%000: (-2%);12/27/2017:$529%000:Listed For Sale;07/30/2014:$380%000:Sold;08/16/2012:$398%000:Posting Removed;07/17/2012:$398%000:Price Change:$27%000: (-6%);04/16/2012:$425%000:Price Change:$27%000: (7%);04/14/2012:$398%000:Listed For Sale;04/23/2010:$342%500:Sold,Year:2018;Tax:$4%871;Assessment:;Land:$240%829;Improvements:$160%552;Total:$401%381,?,?,?,$647/sqft,Built in 2008
484,484,484,California,CA,95060,Santa Cruz County,Santa Cruz,234 Cardiff Pl,36.97658699999999,-122.050226,Condo;Lot Size: 1%786 sqft;Built in 2008;MLS/Source ID: 80842504;,$861%878,01/29/2010:$599%000:Sold,Year:2018;Tax:$7%964;Assessment:;Land:$363%028;Improvements:$316%516;Total:$679%544,?,?,?,?,Built in 2008
485,485,485,California,CA,95060,Santa Cruz County,Santa Cruz,236 Cardiff Pl,36.97658699999999,-122.050226,3 Beds;2.5 Baths;1%928 sqft;Condo;$402/sqft;1%786 sqft lot size;Built in 2008;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Units: 1;Roof: Composition Shingle;Land Use Code: Condominium (Residential);,$861%083,05/25/2017:$775%000:Sold;11/17/2008:$699%000:Sold,Year:2018;Tax:$9%198;Assessment:;Land:$474%300;Improvements:$316%200;Total:$790%500,3 Beds,2.5 Baths,1%928 sqft,$402/sqft,Built in 2008
486,486,486,California,CA,95060,Santa Cruz County,Santa Cruz,238 Cardiff Pl,36.9766872,-122.0503007,1 Bed;1 Bath;810 sqft;Condo;$500/sqft;741 sqft lot size;Built in 2008;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Units: 1;Roof: Composition Shingle;Land Use Code: Condominium (Residential);,$480%310,12/01/2008:$405%000:Sold,Year:2018;Tax:$5%505;Assessment:;Land:$311%238;Improvements:$147%131;Total:$458%369,?,?,810 sqft,$500/sqft,Built in 2008
487,487,487,California,CA,95060,Santa Cruz County,Santa Cruz,240 Cardiff Pl,36.97669399999999,-122.05026,Condo;Lot Size: 1%437 sqft;Built in 2008;,$829%295,09/04/2009:$585%000:Sold,Year:2018;Tax:$7%788;Assessment:;Land:$380%045;Improvements:$283%616;Total:$663%661,?,?,?,?,Built in 2008
488,488,488,California,CA,95060,Santa Cruz County,Santa Cruz,242 Cardiff Pl,36.97669399999999,-122.05026,3 Beds;2.5 Baths;1%680 sqft;Condo;$348/sqft;1%437 sqft lot size;Built in 2008;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Units: 1;Roof: Composition Shingle;Land Use Code: Condominium (Residential);,$829%295,10/23/2009:$585%000:Sold,Year:2018;Tax:$7%710;Assessment:;Land:$380%045;Improvements:$283%617;Total:$663%662,3 Beds,2.5 Baths,1%680 sqft,$348/sqft,Built in 2008
489,489,489,California,CA,95060,Santa Cruz County,Santa Cruz,243 Cardiff Pl,36.9767529,-122.0508509,Single Family Home;Lot Size: 5%489 sqft;Built in 1978;Attached% Single Family Home% Contemporary Architecture;MLS/Source ID: ML81423484;,$974%277,12/05/2014:$769%000:Posting Removed;12/05/2014:$740%000:Sold;10/23/2014:$769%000:Pending;10/11/2014:$769%000:Price Change:$25%000: (-3%);10/08/2014:$794%000:Price Change:$1%000: (-0%);09/23/2014:$795%000:Price Change:$1%000: (-0%);09/16/2014:$796%000:Price Change:$1%000: (-0%);09/10/2014:$797%000:Price Change:$1%000: (-0%);09/05/2014:$798%000:Price Change:$3%000: (0%);08/17/2014:$795%000:Price Change:$54%950: (-6%);07/02/2014:$849%950:Listed For Sale;05/22/2014:$869%950:Posting Removed;04/23/2014:$869%950:Listed For Sale,Year:2018;Tax:$9%108;Assessment:;Land:$570%384;Improvements:$211%253;Total:$781%637,?,?,?,?,Built in 1978
490,490,490,California,CA,95060,Santa Cruz County,Santa Cruz,247 Cardiff Pl,36.976916,-122.0508731,3 Beds;2 Baths;1%433 sqft;Single Family Home;$157/sqft;5%489 sqft lot size;Built in 1977;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Stories: 1 story;Construction Type: Frame;Ranch/Rambler;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$980%230,01/07/2010:$600%000:Sold;04/18/1996:$225%000:Sold,Year:2018;Tax:$4%068;Assessment:;Land:$164%257;Improvements:$164%257;Total:$328%514,3 Beds,2 Baths,1%433 sqft,$157/sqft,Built in 1977
491,491,491,California,CA,95060,Santa Cruz County,Santa Cruz,251 Cardiff Pl,36.9770401,-122.0509619,3 Beds;2 Baths;1%433 sqft;Single Family Home;$482/sqft;6%970 sqft lot size;Built in 1977;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$995%558,06/16/2004:$690%000:Sold,Year:2018;Tax:$9%926;Assessment:;Land:$517%325;Improvements:$344%881;Total:$862%206,3 Beds,2 Baths,1%433 sqft,$482/sqft,Built in 1977
492,492,492,California,CA,95060,Santa Cruz County,Santa Cruz,252 Cardiff Pl,36.977008,-122.050414,Townhouse;Lot Size: 1%350 sqft;Built in 2008;MLS/Source ID: 162038;,$819%826,11/25/2009:$709%000:Posting Removed;08/14/2009:$709%000:Price Change:$70%000: (11%);06/25/2009:$639%000:Listed For Sale;09/23/2008:$699%000:Sold,Year:2018;Tax:$9%205;Assessment:;Land:$491%190;Improvements:$299%920;Total:$791%110,?,?,?,?,Built in 2008
493,493,493,California,CA,95060,Santa Cruz County,Santa Cruz,254 Cardiff Pl,36.977084,-122.050442,Townhouse;Lot Size: 1%394 sqft;Built in 2008;Townhouse% Low Rise (1-3 Stories) Architecture;MLS/Source ID: 81330286;,$863%264,10/16/2013:$635%000:Sold;10/15/2013:$639%000:Posting Removed;09/03/2013:$639%000:Price Change:$30%000: (-4%);08/17/2013:$669%000:Listed For Sale;09/05/2008:$675%000:Sold,Year:2018;Tax:$8%015;Assessment:;Land:$410%478;Improvements:$273%652;Total:$684%130,?,?,?,?,Built in 2008
494,494,494,California,CA,95060,Santa Cruz County,Bonny Doon,40 Carter Rd,37.054377,-122.158929,3 Beds;2 Baths;1%804 sqft;Farm Ranch;$288/sqft;1.12 acres lot size;Built in 1979;County: Santa Cruz;Tax Rate Code Area: 58-005;Heating: Yes;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Rural Residence (Agricultural);,$850%371,10/23/2001:$520%000:Sold,Year:2018;Tax:$8%292;Assessment:;Land:$337%572;Improvements:$337%572;Total:$675%144,3 Beds,2 Baths,1%804 sqft,$288/sqft,Built in 1979
495,495,495,California,CA,95060,Santa Cruz County,Bonny Doon,111 Carter Rd,37.05417449999999,-122.1572418,5 Beds;3 Baths;2%835 sqft;Farm Ranch;$138/sqft;3.47 acres lot size;Built in 1974;County: Santa Cruz;Tax Rate Code Area: 58-005;Heating: Central;Parking: Carport;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Rural Residence (Agricultural);,$1%232%988,02/26/1998:$390%000:Sold,Year:2018;Tax:$6%886;Assessment:;Land:$196%474;Improvements:$353%546;Total:$550%020,5 Beds,3 Baths,2%835 sqft,$138/sqft,Built in 1974
496,496,496,California,CA,95060,Santa Cruz County,Santa Cruz,101 Castillion Ter,36.9721236,-122.0506583,Townhouse;Lot Size: 1%786 sqft;$305/monthly HOA;Built in 1976;Washer;Dryer;Refrigerator;Dishwasher;Garage;Attic;Patio;Pool;MLS/Source ID: 81305799;,$554%559,03/15/2013:$351%000:Sold,Year:2018;Tax:$4%632;Assessment:;Land:$265%912;Improvements:$113%962;Total:$379%874,?,?,?,?,Built in 1976
497,497,497,California,CA,95060,Santa Cruz County,Santa Cruz,102 Castillion Ter,36.97235,-122.051039,2 Beds;1.5 Baths;1%046 sqft;Townhouse;$306/sqft;871 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Units: 1;Stories: 2 story;Roof: Composition Shingle;Land Use Code: Townhouse (Residential);,$563%491,02/07/2003:$320%000:Sold;09/01/2000:$255%000:Sold;09/05/1997:$135%000:Sold,Year:2018;Tax:$4%937;Assessment:;Land:$244%397;Improvements:$162%931;Total:$407%328,2 Beds,1.5 Baths,1%046 sqft,$306/sqft,Built in 1976
498,498,498,California,CA,95060,Santa Cruz County,Santa Cruz,103 Castillion Ter,36.972077,-122.050567,Townhouse;Lot Size: 871 sqft;Built in 1976;Heating: Forced Air;Refrigerator;Dishwasher;Disposal;Parking: Carport;Patio;Pool;,$563%949,01/25/2016:$439%000:Posting Removed;01/22/2016:$441%000:Sold;01/16/2016:$439%000:Listed For Sale,Year:2018;Tax:$5%509;Assessment:;Land:$275%290;Improvements:$183%527;Total:$458%817,?,?,?,?,Built in 1976
499,499,499,California,CA,95060,Santa Cruz County,Santa Cruz,104 Castillion Ter,36.9723929,-122.051006,Townhouse;Lot Size: 871 sqft;$486/monthly HOA;Built in 1976;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Washer;Dryer;Refrigerator;Dishwasher;Disposal;Floors: Carpet% Linoleum Vinyl;Carport;Roof: Composition;Pool;MLS/Source ID: ML81698877;,$563%647,07/06/2018:$559%000:Posting Removed;07/03/2018:$557%000:Sold;05/15/2018:$559%000:Pending;04/02/2018:$559%000:Listed For Sale;04/02/2014:$389%000:Posting Removed;04/01/2014:$405%000:Sold;03/08/2014:$389%000:Pending;03/03/2014:$389%000:Listed For Sale;06/01/2009:$399%000:Posting Removed;03/28/2009:$399%000:Price Change:$10%000: (-2%);02/26/2009:$409%000:Listed For Sale;07/24/2003:$320%000:Sold;02/10/1998:$146%000:Sold,Year:2018;Tax:$5%259;Assessment:;Land:$261%801;Improvements:$174%534;Total:$436%335,?,?,?,?,Built in 1976
500,500,500,California,CA,95060,Santa Cruz County,Santa Cruz,105 Castillion Ter,36.97205,-122.050514,2 Beds;1.5 Baths;1%046 sqft;Townhouse;$110/sqft;871 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Units: 1;Roof: Composition Shingle;Land Use Code: Townhouse (Residential);,$563%942,04/01/1997:$115%000:Sold,Year:2018;Tax:$1%860;Assessment:;Land:$65%846;Improvements:$98%768;Total:$164%614,2 Beds,1.5 Baths,1%046 sqft,$110/sqft,Built in 1976
501,501,501,California,CA,95060,Santa Cruz County,Santa Cruz,108 Castillion Ter,36.972548,-122.051108,3 Beds;2 Baths;1%199 sqft;Townhouse;$287/sqft;2%222 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Units: 1;Roof: Composition Shingle;Land Use Code: Townhouse (Residential);,$687%524,02/15/2001:$344%500:Sold,Year:2018;Tax:$5%481;Assessment:;Land:$273%737;Improvements:$182%492;Total:$456%229,3 Beds,2 Baths,1%199 sqft,$287/sqft,Built in 1976
502,502,502,California,CA,95060,Santa Cruz County,Santa Cruz,109 Castillion Ter,36.971811,-122.050434,3 Beds;2 Baths;1%199 sqft;Townhouse;$309/sqft;2%178 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 1-032;Units: 1;Roof: Composition Shingle;Land Use Code: Townhouse (Residential);,$687%570,06/25/2001:$370%000:Sold;08/11/1998:$192%000:Sold,Year:2018;Tax:$5%856;Assessment:;Land:$294%001;Improvements:$196%001;Total:$490%002,3 Beds,2 Baths,1%199 sqft,$309/sqft,Built in 1976
503,503,503,California,CA,95060,Santa Cruz County,Santa Cruz,111 Castillion Ter,36.971735,-122.050492,Townhouse;Lot Size: 828 sqft;Built in 1976;Condominium% Low Rise (1-3 Stories) Architecture;MLS/Source ID: 81405793;,$561%555,03/31/2014:$399%000:Posting Removed;03/29/2014:$419%000:Sold;03/05/2014:$399%000:Pending;02/26/2014:$399%000:Listed For Sale;12/10/2007:$453%500:Posting Removed;08/27/2007:$440%000:Sold;06/29/2007:$453%500:Listed For Sale;04/10/2007:$398%592:Sold;08/07/2001:$300%000:Sold,Year:2018;Tax:$5%427;Assessment:;Land:$270%851;Improvements:$180%567;Total:$451%418,?,?,?,?,Built in 1976
504,504,504,California,CA,95060,Santa Cruz County,Santa Cruz,112 Castillion Ter,36.97263,-122.051272,Townhouse;Lot Size: 1%045 sqft;Built in 1976;Heating Fuel: Other;Washer;Dryer;Refrigerator;Microwave;Dishwasher;Disposal;Floors: Hardwood;Balcony;Parking: Off Street;Club House;Pool;,$683%362,09/14/2011:$388%000:Posting Removed;09/07/2011:$359%000:Sold;08/11/2011:$388%000:Pending;07/14/2011:$388%000:Listed For Sale,Year:2018;Tax:$4%814;Assessment:;Land:$237%782;Improvements:$158%521;Total:$396%303,?,?,?,?,Built in 1976
505,505,505,California,CA,95060,Santa Cruz County,Santa Cruz,114 Castillion Ter,36.9726799,-122.051372,Townhouse;Lot Size: 2%178 sqft;Built in 1976;Rooms: Dining Room;Heating: Forced Air;Washer;Refrigerator;Microwave;Dishwasher;Disposal;Parking: Carport% Street Parking;Patio;Pool;,$688%391,07/11/2011:$375%000:Sold;10/31/2003:$410%000:Sold;03/31/2003:$387%000:Sold,Year:2018;Tax:$5%011;Assessment:;Land:$248%379;Improvements:$165%586;Total:$413%965,?,?,?,?,Built in 1976
506,506,506,California,CA,95060,Santa Cruz County,Santa Cruz,116 Castillion Ter,36.972672,-122.051676,Townhouse;Lot Size: 1%786 sqft;Built in 1976;,$555%838,06/05/2015:$415%000:Sold,Year:2018;Tax:$5%282;Assessment:;Land:$263%010;Improvements:$175%340;Total:$438%350,?,?,?,?,Built in 1976
507,507,507,California,CA,95060,Santa Cruz County,Santa Cruz,118 Castillion Ter,36.972607,-122.051726,Townhouse;Lot Size: 828 sqft;Built in 1976;MLS/Source ID: 644666;,$553%754,05/30/2006:$500%000:Sold;09/03/1999:$175%000:Sold;08/22/1997:$126%500:Sold,Year:2018;Tax:$6%300;Assessment:;Land:$382%687;Improvements:$147%187;Total:$529%874,?,?,?,?,Built in 1976
508,508,508,California,CA,95060,Santa Cruz County,Santa Cruz,119 Castillion Ter,36.971576,-122.050858,Townhouse;Lot Size: 1%786 sqft;$305/monthly HOA;Built in 1976;MLS/Source ID: 81463832;See Virtual Tour,$553%679,06/19/2015:$429%000:Sold,Year:2018;Tax:$5%446;Assessment:;Land:$271%883;Improvements:$181%255;Total:$453%138,?,?,?,?,Built in 1976
509,509,509,California,CA,95060,Santa Cruz County,Santa Cruz,120 Castillion Ter,36.972564,-122.051759,2 Beds;1 Bath;1%046 sqft;Townhouse;$144/sqft;871 sqft lot size;Built in 1974;County: Santa Cruz;Tax Rate Code Area: 1-032;Units: 1;Roof: Composition Shingle;Land Use Code: Townhouse (Residential);,$553%024,10/14/1997:$151%000:Sold,Year:2018;Tax:$2%763;Assessment:;Land:$127%148;Improvements:$84%764;Total:$211%912,2 Beds,?,1%046 sqft,$144/sqft,Built in 1974
510,510,510,California,CA,95060,Santa Cruz County,Santa Cruz,121 Castillion Ter,36.97164,-122.051011,Townhouse;Lot Size: 1%830 sqft;Built in 1976;5 Rooms;Stories: 1;,$554%804,01/09/2018:$565%000:Sold;05/03/2005:$440%000:Sold,Year:2018;Tax:$6%402;Assessment:;Land:$367%519;Improvements:$171%508;Total:$539%027,?,?,?,?,Built in 1976
511,511,511,California,CA,95060,Santa Cruz County,Santa Cruz,122 Castillion Ter,36.972488,-122.051817,Townhouse;Lot Size: 2%178 sqft;$338/monthly HOA;Built in 1976;Rooms: Dining Room% Laundry Room% Family Room% Living Room% Kitchen% Bedroom;Great Views;Contemporary Architecture;Foundation Type: Concrete slab;Roof: Composition;MLS/Source ID: 81584743;,$691%028,06/02/2016:$628%000:Sold,Year:2018;Tax:$7%672;Assessment:;Land:$457%284;Improvements:$195%978;Total:$653%262,?,?,?,?,Built in 1976
512,512,512,California,CA,95060,Santa Cruz County,Santa Cruz,123 Castillion Ter,36.97170699999999,-122.050959,Townhouse;Lot Size: 828 sqft;Built in 1976;MLS/Source ID: 550101;,$515%666,09/30/2005:$510%000:Sold,Year:2018;Tax:$6%969;Assessment:;Land:$404%902;Improvements:$185%098;Total:$590%000,?,?,?,?,Built in 1976
513,513,513,California,CA,95060,Santa Cruz County,Santa Cruz,124 Castillion Ter,36.972449,-122.051629,Townhouse;Lot Size: 2%222 sqft;Built in 1976;Washer;Dryer;Refrigerator;Microwave;Dishwasher;Great Views;Stories: 1;Patio;Pool;,$825%164,08/01/1996:$160%000:Sold,Year:2018;Tax:$2%953;Assessment:;Land:$114%477;Improvements:$114%477;Total:$228%954,?,?,?,?,Built in 1976
514,514,514,California,CA,95060,Santa Cruz County,Santa Cruz,125 Castillion Ter,36.971749,-122.050927,Townhouse;Lot Size: 828 sqft;Built in 1976;MLS/Source ID: 81222046;See Virtual Tour,$557%289,09/06/2009:$450%000:Posting Removed;05/28/2009:$450%000:Listed For Sale;02/18/2009:$450%000:Posting Removed;11/10/2008:$450%000:Posting Removed;08/30/2008:$450%000:Listed For Sale;08/19/2008:$450%000:Listed For Sale,Year:2018;Tax:$2%201;Assessment:;Land:$65%207;Improvements:$96%093;Total:$161%300,?,?,?,?,Built in 1976
515,515,515,California,CA,95060,Santa Cruz County,Santa Cruz,128 Castillion Ter,36.97237399999999,-122.051481,2 Beds;1.5 Baths;1%046 sqft;Townhouse;$335/sqft;871 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Units: 1;Stories: 2 story;Roof: Composition Shingle;Land Use Code: Townhouse (Residential);,$563%778,03/22/2013:$350%000:Sold,Year:2018;Tax:$2%088;Assessment:;Land:$60%458;Improvements:$90%684;Total:$151%142,2 Beds,1.5 Baths,1%046 sqft,$335/sqft,Built in 1976
516,516,516,California,CA,95060,Santa Cruz County,Santa Cruz,129 Castillion Ter,36.971834,-122.05086,2 Beds;1.5 Baths;1%046 sqft;Townhouse;$335/sqft;871 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Units: 1;Stories: 2 story;Roof: Composition Shingle;Land Use Code: Townhouse (Residential);,$563%935,03/22/2013:$350%000:Sold;08/31/2004:$427%000:Sold;02/06/2003:$320%000:Sold;10/25/1996:$110%000:Sold,Year:2018;Tax:$4%619;Assessment:;Land:$265%154;Improvements:$113%637;Total:$378%791,2 Beds,1.5 Baths,1%046 sqft,$335/sqft,Built in 1976
517,517,517,California,CA,95060,Santa Cruz County,Santa Cruz,130 Castillion Ter,36.972333,-122.0514,2 Beds;1 Bath;987 sqft;Townhouse;$329/sqft;1%786 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 1-032;Units: 1;Stories: 1 story;Construction Type: Frame;Contemporary;Land Use Code: Townhouse (Residential);,$555%548,04/18/2003:$325%000:Sold;06/14/2002:$320%000:Sold;03/18/1994:$125%000:Sold,Year:2018;Tax:$4%930;Assessment:;Land:$248%216;Improvements:$165%478;Total:$413%694,2 Beds,?,987 sqft,$329/sqft,Built in 1976
518,518,518,California,CA,95060,Santa Cruz County,Santa Cruz,131 Castillion Ter,36.9719,-122.050809,Townhouse;Lot Size: 1%742 sqft;$305/monthly HOA;Built in 1976;MLS/Source ID: ML81483231;,$550%650,09/01/2015:$445%000:Posting Removed;09/01/2015:$435%000:Sold;08/06/2015:$445%000:Pending;07/04/2015:$445%000:Listed For Sale;05/20/2011:$445%000:Posting Removed;03/05/2011:$445%000:Listed For Sale;03/02/2011:$445%000:Posting Removed;08/14/2010:$420%000:Posting Removed;08/11/2010:$420%000:Listed For Sale;06/12/2010:$420%000:Posting Removed;06/11/2010:$420%000:Posting Removed;05/19/2010:$420%000:Price Change:$0: (0%);05/02/2010:$420%000:Listed For Sale;12/10/2009:$445%000:Listed For Sale;10/31/2009:$445%000:Listed For Sale;09/13/2009:$455%000:Posting Removed;08/22/2009:$435%000:Posting Removed;07/01/2009:$445%000:Posting Removed;06/28/2009:$435%000:Price Change:$10%000: (-2%);06/09/2009:$445%000:Price Change:$10%000: (-2%);05/15/2009:$455%000:Listed For Sale;05/07/2009:$455%000:Listed For Sale;05/06/2009:$445%000:Listed For Sale;02/18/2009:$475%000:Posting Removed;11/03/2008:$475%000:Listed For Sale;07/30/2008:$455%000:Posting Removed;06/19/2008:$455%000:Listed For Sale;12/07/2007:$415%000:Sold;03/27/2003:$313%000:Sold;04/23/1999:$70%500:Sold;10/17/1996:$125%000:Sold,Year:2018;Tax:$5%440;Assessment:;Land:$294%173;Improvements:$158%401;Total:$452%574,?,?,?,?,Built in 1976
519,519,519,California,CA,95060,Santa Cruz County,Santa Cruz,132 Castillion Ter,36.972234,-122.051525,2 Beds;1 Bath;987 sqft;Condo;$152/sqft;1%786 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Units: 1;Roof: Composition Shingle;Land Use Code: Condominium (Residential);,$499%337,02/26/1998:$150%000:Sold,Year:2018;Tax:$2%748;Assessment:;Land:$126%302;Improvements:$84%204;Total:$210%506,2 Beds,?,987 sqft,$152/sqft,Built in 1976
520,520,520,California,CA,95060,Santa Cruz County,Santa Cruz,134 Castillion Ter,36.972164,-122.051578,3 Beds;1.5 Baths;1%237 sqft;Townhouse;$131/sqft;1%002 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Units: 1;Roof: Composition Shingle;Land Use Code: Townhouse (Residential);,$685%209,04/01/1997:$162%000:Sold,Year:2018;Tax:$2%908;Assessment:;Land:$115%947;Improvements:$115%947;Total:$231%894,3 Beds,1.5 Baths,1%237 sqft,$131/sqft,Built in 1976
521,521,521,California,CA,95060,Santa Cruz County,Santa Cruz,136 Castillion Ter,36.972113,-122.051618,3 Beds;2 Baths;1%237 sqft;Townhouse;$344/sqft;1%045 sqft lot size;Built in 1974;County: Santa Cruz;Tax Rate Code Area: 1-032;Units: 1;Roof: Composition Shingle;Land Use Code: Townhouse (Residential);,$687%102,06/15/2004:$425%000:Sold;04/26/2001:$349%000:Sold;03/13/1995:$140%000:Sold,Year:2018;Tax:$6%313;Assessment:;Land:$318%640;Improvements:$212%426;Total:$531%066,3 Beds,2 Baths,1%237 sqft,$344/sqft,Built in 1974
522,522,522,California,CA,95060,Santa Cruz County,Santa Cruz,138 Castillion Ter,36.972041,-122.051673,2 Beds;1 Bath;987 sqft;Townhouse;$149/sqft;1%786 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Carport;Parking Spaces: 1;Units: 1;Stories: 1 story;Construction Type: Frame;Contemporary;Roof: Composition Shingle;Land Use Code: Townhouse (Residential);,$554%880,06/02/1998:$147%000:Sold;12/15/1993:$132%000:Sold,Year:2018;Tax:$2%622;Assessment:;Land:$123%691;Improvements:$82%461;Total:$206%152,2 Beds,?,987 sqft,$149/sqft,Built in 1976
