,Unnamed: 0,State,State_Abr,Zip Code,County,City,Street,Lat,Lon,Features,Trulia Est,History Events,Property Events,Beds,Baths,Sqft,Price_Per_Sqft,Year Built
644,644,California,CA,95003,Santa Cruz County,Aptos,325 Coates Dr,36.973259999999996,-121.91363,Single Family Home;$641/sqft;Lot Size: 7%275 sqft;Built in 1950;180+ Days on Trulia;MLS/Source ID: 81213863;,$988%969,07/16/2012:$1%021%000:Sold;05/03/2012:$1%025%000:Posting Removed;04/17/2012:$1%025%000:Listed For Sale,Year:2018;Tax:$12%922;Assessment:;Land:$773%130;Improvements:$331%341;Total:$1%104%471,?,?,?,$641/sqft,Built in 1950
645,645,California,CA,95003,Santa Cruz County,Aptos,329 Coates Dr,36.97317,-121.91395,Single Family Home;Lot Size: 3%311 sqft;Built in 1965;MLS/Source ID: 719909;,$880%005,05/19/2008:$1%995%000:Posting Removed;02/25/2008:$1%995%000:Listed For Sale;08/01/2007:$1%905%000:Sold,Year:2018;Tax:$18%492;Assessment:;Land:$1%559%804;Improvements:$260%428;Total:$1%820%232,?,?,?,?,Built in 1965
646,646,California,CA,95003,Santa Cruz County,Aptos,331 Coates Dr,36.97314,-121.91408,Single Family Home;$587/sqft;Lot Size: 3%180 sqft;Built in 1992;180+ Days on Trulia;MLS/Source ID: 81131311;,$1%242%891,02/03/2012:$1%125%000:Sold;12/29/2011:$1%115%000:Posting Removed;12/21/2011:$1%115%000:Listed For Sale;10/30/2011:$1%339%000:Posting Removed;08/22/2011:$1%339%000:Price Change:$60%999: (-4%);07/16/2011:$1%399%999:Listed For Sale;09/03/2010:$1%795%000:Posting Removed;04/22/2010:$1%795%000:Listed For Sale;09/19/2009:$1%795%000:Posting Removed;05/30/2009:$1%795%000:Price Change:$55%000: (-3%);03/13/2009:$1%850%000:Listed For Sale;12/21/2005:$1%775%000:Sold,Year:2018;Tax:$14%407;Assessment:;Land:$869%327;Improvements:$372%569;Total:$1%241%896,?,?,?,$587/sqft,Built in 1992
647,647,California,CA,95003,Santa Cruz County,Aptos,333 Coates Dr,36.9731,-121.91421000000001,3 Beds;2 Baths;1%578 sqft;Single Family Home;$240/sqft;3%354 sqft lot size;Built in 1950;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Wood Shake/ Shingles;Land Use Code: Single Family Residential;,$969%070,04/27/1994:$379%000:Sold,Year:2018;Tax:$7%143;Assessment:;Land:$401%516;Improvements:$175%206;Total:$576%722,3 Beds,2 Baths,1%578 sqft,$240/sqft,Built in 1950
648,648,California,CA,95003,Santa Cruz County,Aptos,336 Coates Dr,36.97341,-121.91447,Single Family Home;$1%212/sqft;Lot Size: 4%966 sqft;Built in 1956;180+ Days on Trulia;MLS/Source ID: ML81634281;,$809%945,01/05/2017:$1%100%000:Sold;04/16/2003:$400%000:Sold,Year:2018;Tax:$13%111;Assessment:;Land:$1%020%000;Improvements:$102%000;Total:$1%122%000,?,?,?,?,Built in 1956
649,649,California,CA,95003,Santa Cruz County,Aptos,338 Coates Dr,36.97343,-121.91462,2 Beds;2 Baths;1%188 sqft;Single Family Home;$319/sqft;3%223 sqft lot size;Built in 1968;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Floor/Wall;Parking: Carport;Parking Spaces: 1;Units: 1;Stories: 2 story;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$859%944,07/14/1998:$379%500:Sold,Year:2018;Tax:$6%637;Assessment:;Land:$378%905;Improvements:$143%987;Total:$522%892,2 Beds,2 Baths,1%188 sqft,$319/sqft,Built in 1968
650,650,California,CA,95003,Santa Cruz County,Aptos,339 Coates Dr,36.97311,-121.91457,2 Beds;1 Bath;825 sqft;Single Family Home;$728/sqft;5%750 sqft lot size;Built in 1955;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Floor/Wall;Parking: Carport;Parking Spaces: 1;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$811%353,11/20/1998:$601%000:Sold,Year:2018;Tax:$9%943;Assessment:;Land:$757%806;Improvements:$71%047;Total:$828%853,2 Beds,?,825 sqft,$728/sqft,Built in 1955
651,651,California,CA,95003,Santa Cruz County,Aptos,341 Coates Dr,36.97314,-121.91475,Single Family Home;$1%130/sqft;Lot Size: 3%572 sqft;Built in 1949;Foundation Type: Concrete Perimeter;Roof: Tar And Gravel;MLS/Source ID: ML81108914;,$816%195,07/12/2011:$925%000:Sold;07/09/2011:$949%000:Posting Removed;07/08/2011:$949%000:Listed For Sale;06/05/2011:$949%000:Posting Removed;06/04/2011:$949%000:Listed For Sale,Year:2018;Tax:$12%340;Assessment:;Land:$816%891;Improvements:$233%723;Total:$1%050%614,?,?,?,?,Built in 1949
652,652,California,CA,95003,Santa Cruz County,Aptos,342 Coates Dr,36.97355,-121.91483999999998,Single Family Home;Lot Size: 3%267 sqft;Built in 1976;180+ Days on Trulia;MLS/Source ID: 716876;,$808%208,09/05/2007:$825%000:Sold,Year:2018;Tax:$11%278;Assessment:;Land:$808%087;Improvements:$144%302;Total:$952%389,?,?,?,?,Built in 1976
653,653,California,CA,95003,Santa Cruz County,Aptos,345 Coates Dr,36.973259999999996,-121.91497,2 Beds;1 Bath;764 sqft;Single Family Home;$1%407/sqft;3%093 sqft lot size;Built in 1951;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Yes;Parking: Carport;Parking Spaces: 2;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$795%791,06/21/2011:$1%075%000:Sold;06/24/2004:$600%000:Sold,Year:2018;Tax:$14%067;Assessment:;Land:$847%304;Improvements:$363%130;Total:$1%210%434,2 Beds,?,764 sqft,?,Built in 1951
654,654,California,CA,95003,Santa Cruz County,Aptos,347 Coates Dr,36.97334,-121.91507,Single Family Home;$1%096/sqft;Lot Size: 3%311 sqft;Built in 1950;Detached% Single Family Home% Traditional Architecture;MLS/Source ID: ML81430253;,$918%944,01/07/2015:$1%479%000:Posting Removed;01/07/2015:$1%400%000:Sold;11/25/2014:$1%479%000:Pending;08/20/2014:$1%479%000:Listed For Sale,Year:2018;Tax:$16%966;Assessment:;Land:$1%256%957;Improvements:$221%816;Total:$1%478%773,?,?,?,?,Built in 1950
655,655,California,CA,95003,Santa Cruz County,Aptos,348 Coates Dr,36.97376,-121.91513,Single Family Home;$418/sqft;Lot Size: 2%962 sqft;Built in 1968;Attached Single Family% 2 Stories% Contemporary Architecture;MLS/Source ID: 81327942;,$1%202%573,09/15/2013:$899%000:Posting Removed;09/12/2013:$899%000:Sold;08/01/2013:$899%000:Listed For Sale,Year:2018;Tax:$11%453;Assessment:;Land:$645%345;Improvements:$323%211;Total:$968%556,?,?,?,$418/sqft,Built in 1968
656,656,California,CA,95003,Santa Cruz County,Aptos,349 Coates Dr,36.97343,-121.91515,2 Beds;1 Bath;921 sqft;Single Family Home;$901/sqft;3%180 sqft lot size;Built in 1938;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Yes;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$834%945,09/26/2003:$830%000:Sold,Year:2018;Tax:$12%656;Assessment:;Land:$922%296;Improvements:$157%602;Total:$1%079%898,2 Beds,?,921 sqft,$901/sqft,Built in 1938
657,657,California,CA,95003,Santa Cruz County,Aptos,351 Coates Dr,36.973490000000005,-121.91526,Single Family Home;$1%307/sqft;Lot Size: 3%398 sqft;Built in 1950;Detached Single Family% 1 Story% Cabin%Cottage/Bungalow Architecture;MLS/Source ID: 81224455;,$830%102,08/25/2012:$1%150%000:Posting Removed;08/16/2012:$990%000:Sold;06/30/2012:$1%150%000:Listed For Sale;03/12/2012:$999%000:Posting Removed;09/03/2011:$999%000:Listed For Sale;08/18/2005:$1%292%000:Sold;10/01/1998:$410%000:Sold,Year:2018;Tax:$12%670;Assessment:;Land:$811%696;Improvements:$269%483;Total:$1%081%179,?,?,?,?,Built in 1950
658,658,California,CA,95003,Santa Cruz County,Aptos,357 Coates Dr,36.97392,-121.91547,Single Family Home;$723/sqft;Lot Size: 3%659 sqft;Built in 1970;180+ Days on Trulia;7 Rooms;Rooms: Dining Room% Family Room;Heating: Forced Air;Heating Fuel: Gas;Dishwasher;Disposal;Floors: Carpet% Laminate;Great Views;Fireplace;Vaulted Ceiling;Double Paned Windows;Garage;Barbeque Area;Cable Ready;SplitLevel Architecture;Luxury;Exterior: Stucco Wood;Roof: Built Up;Year Updated: 1970;Patio;Deck;Garden;Hot Tub or Spa;MLS/Source ID: ML81668206;,$1%281%397,12/28/2017:$1%511%500:Sold,Year:2018;Tax:$17%317;Assessment:;Land:$1%209%000;Improvements:$302%250;Total:$1%511%250,?,?,?,$723/sqft,Built in 1970
659,659,California,CA,95003,Santa Cruz County,Aptos,403 Coates Dr,36.97387,-121.91578999999999,2 Beds;2 Baths;833 sqft;Single Family Home;$600/sqft;9%148 sqft lot size;Built in 1940;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Floor/Wall;Units: 1;Roof: Tile;Land Use Code: Single Family Residential;,$868%626,06/30/1999:$500%000:Sold,Year:2018;Tax:$11%217;Assessment:;Land:$620%024;Improvements:$258%879;Total:$878%903,2 Beds,2 Baths,833 sqft,$600/sqft,Built in 1940
660,660,California,CA,95003,Santa Cruz County,Aptos,406 Coates Dr,36.97417,-121.91606000000002,1 Bed;3 Baths;1%385 sqft;Single Family Home;$130/sqft;2%962 sqft lot size;Built in 1950;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Central;Parking: Garage;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%151%811,09/26/1997:$180%000:Sold,Year:2018;Tax:$4%440;Assessment:;Land:$196%472;Improvements:$130%099;Total:$326%571,?,3 Baths,1%385 sqft,$130/sqft,Built in 1950
661,661,California,CA,95003,Santa Cruz County,Aptos,407 Coates Dr,36.97387,-121.91599,Single Family Home;Lot Size: 3%485 sqft;Built in 1950;180+ Days on Trulia;MLS/Source ID: 789420;,$885%022,05/01/2008:$1%450%000:Sold,Year:2018;Tax:$19%075;Assessment:;Land:$1%443%013;Improvements:$230%882;Total:$1%673%895,?,?,?,?,Built in 1950
662,662,California,CA,95003,Santa Cruz County,Aptos,408 Coates Dr,36.97423,-121.91617,2 Beds;1 Bath;780 sqft;Multi Family;$486/sqft;3%006 sqft lot size;Built in 1925;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Yes;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Duplex (2 units% any combination);,$859%202,10/09/1998:$379%000:Sold,Year:2018;Tax:$6%752;Assessment:;Land:$434%018;Improvements:$88%180;Total:$522%198,2 Beds,?,780 sqft,$486/sqft,Built in 1925
663,663,California,CA,95003,Santa Cruz County,Aptos,409 Coates Dr,36.973890000000004,-121.91613999999998,2 Beds;2 Baths;936 sqft;Single Family Home;$641/sqft;3%877 sqft lot size;Built in 1924;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Yes;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$878%795,09/22/1999:$600%000:Sold;05/14/1999:$650%000:Sold,Year:2018;Tax:$9%745;Assessment:;Land:$709%176;Improvements:$101%312;Total:$810%488,2 Beds,2 Baths,936 sqft,$641/sqft,Built in 1924
664,664,California,CA,95003,Santa Cruz County,Aptos,410 Coates Dr,36.97432,-121.91628,2 Beds;1 Bath;936 sqft;Single Family Home;$200/sqft;3%093 sqft lot size;Built in 1950;County: Santa Cruz;Tax Rate Code Area: 69-273;Parking: Garage;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$865%647,03/18/1994:$187%000:Sold,Year:2018;Tax:$3%930;Assessment:;Land:$194%194;Improvements:$85%148;Total:$279%342,2 Beds,?,936 sqft,$200/sqft,Built in 1950
665,665,California,CA,95003,Santa Cruz County,Aptos,415 Coates Dr,36.974059999999994,-121.91648,Single Family Home;$1%086/sqft;Lot Size: 3%267 sqft;Built in 1957;180+ Days on Trulia;MLS/Source ID: 80954178;,$880%363,04/06/2010:$1%000%000:Sold;02/13/2010:$1%195%000:Posting Removed;11/24/2009:$1%195%000:Listed For Sale;08/09/1999:$625%000:Sold,Year:2018;Tax:$13%479;Assessment:;Land:$964%295;Improvements:$191%793;Total:$1%156%088,?,?,?,?,Built in 1957
666,666,California,CA,95003,Santa Cruz County,Aptos,419 Coates Dr,36.97416,-121.91671000000001,Single Family Home;$1%444/sqft;Lot Size: 3%398 sqft;Built in 1949;180+ Days on Trulia;Heating: Forced Air;Cooling System: None;Fireplace;Parking: Attached Garage;Garage;Roof: Composition;MLS/Source ID: ML81730189;See Virtual Tour,$975%623,02/08/2019:$1%330%000:Sold,Year:2018;Tax:$1%839;Assessment:;Land:$47%216;Improvements:$38%629;Total:$85%845,?,?,?,?,Built in 1949
667,667,California,CA,95003,Santa Cruz County,Aptos,420 Coates Dr,36.97448,-121.91661,2 Beds;2 Baths;1%444 sqft;Single Family Home;$686/sqft;3%006 sqft lot size;Built in 1967;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Floor/Wall;Units: 1;Stories: 2 story;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$970%398,09/09/2004:$990%000:Sold;02/20/2001:$599%000:Sold,Year:2018;Tax:$14%092;Assessment:;Land:$918%803;Improvements:$294%017;Total:$1%212%820,2 Beds,2 Baths,1%444 sqft,$686/sqft,Built in 1967
668,668,California,CA,95003,Santa Cruz County,Aptos,421 Coates Dr,36.974270000000004,-121.9169,Single Family Home;$944/sqft;Lot Size: 9%453 sqft;Built in 1952;180+ Days on Trulia;Rooms: Dining Room% Walk In Closet;Heating: Forced Air;Refrigerator;Dishwasher;Disposal;Floors: Carpet% Laminate;Great Views;Fireplace;Vaulted Ceiling;Garage;Roof: Composition;Garden;Waterfront;MLS/Source ID: ML81710929;,$2%500%000,02/06/2019:$2%500%000:Sold;01/26/2019:$2%595%000:Posting Removed;11/16/2018:$2%595%000:Pending;10/01/2018:$2%595%000:Price Change:$404%999: (-13%);08/10/2018:$2%999%999:Price Change:$250%001: (-8%);07/25/2018:$3%250%000:Price Change:$250%000: (-7%);06/19/2018:$3%500%000:Listed For Sale,Year:2018;Tax:$2%914;Assessment:;Land:$79%074;Improvements:$99%275;Total:$178%349,?,?,?,$944/sqft,Built in 1952
669,669,California,CA,95003,Santa Cruz County,Aptos,429 Coates Dr,36.974709999999995,-121.9169,Single Family Home;$555/sqft;Lot Size: 3%920 sqft;Built in 2003;Foundation Type: Concrete Perimeter;Roof: Tar And Gravel;MLS/Source ID: ML81103353;,$1%656%622,04/14/2011:$999%000:Posting Removed;01/26/2011:$999%000:Listed For Sale;07/01/2008:$1%299%000:Posting Removed;05/14/2008:$1%225%000:Sold;03/25/2008:$1%299%000:Price Change:$90%000: (-6%);11/26/2007:$1%389%000:Listed For Sale,Year:2018;Tax:$12%789;Assessment:;Land:$655%323;Improvements:$436%882;Total:$1%092%205,?,?,?,$555/sqft,Built in 2003
670,670,California,CA,95003,Santa Cruz County,Aptos,431 Coates Dr,36.97483,-121.9169,Single Family Home;$3/sqft;Lot Size: 3%093 sqft;Built in 1973;36 Days on Trulia;Furnished;Washer;Dryer;Balcony;,$1%876%839,05/14/1999:$464%000:Sold;07/27/1995:$315%000:Sold,Year:2018;Tax:$7%819;Assessment:;Land:$378%904;Improvements:$260%409;Total:$639%313,?,?,?,?,Built in 1973
671,671,California,CA,95003,Santa Cruz County,Aptos,433 Coates Dr,36.9746294,-121.91688490000001,3 Beds;1 Bath;960 sqft;Single Family Home;$1%016/sqft;3%049 sqft lot size;Built in 1963;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Yes;Parking: Carport;Parking Spaces: 1;Units: 1;Stories: 1 story;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$904%363,07/20/2018:$975%000:Sold;02/11/2004:$460%000:Sold;11/19/1997:$58%500:Sold;01/11/1996:$227%000:Sold,Year:2018;Tax:$3%498;Assessment:;Land:$188%790;Improvements:$50%628;Total:$239%418,3 Beds,?,960 sqft,?,Built in 1963
672,672,California,CA,95003,Santa Cruz County,Aptos,437 Coates Dr,36.97518,-121.91688,Single Family Home;$1/sqft;Lot Size: 4%704 sqft;Built in 1950;,$1%182%681,02/05/1998:$250%000:Sold,Year:2018;Tax:$4%582;Assessment:;Land:$231%553;Improvements:$105%255;Total:$336%808,?,?,?,?,Built in 1950
673,673,California,CA,95003,Santa Cruz County,Aptos,6240 Cobblestone Ct,36.9886,-121.93141999999999,2 Beds;2 Baths;1%230 sqft;Townhouse;$321/sqft;1%394 sqft lot size;Built in 1984;County: Santa Cruz;Tax Rate Code Area: 96-101;Heating: Central;Units: 1;Roof: Composition Shingle;Land Use Code: Townhouse (Residential);,$642%725,12/10/2002:$395%000:Sold,Year:2018;Tax:$6%472;Assessment:;Land:$301%678;Improvements:$201%117;Total:$502%795,2 Beds,2 Baths,1%230 sqft,$321/sqft,Built in 1984
674,674,California,CA,95003,Santa Cruz County,Aptos,6241 Cobblestone Ct,36.98887,-121.93141999999999,2 Beds;2 Baths;1%233 sqft;Townhouse;1%394 sqft lot size;Built in 1982;County: Santa Cruz;Tax Rate Code Area: 96-101;Heating: Central;Units: 1;Roof: Composition Shingle;Land Use Code: Townhouse (Residential);,$643%758,12/22/2009:$459%500:Posting Removed;11/03/2009:$459%500:Price Change:$20%000: (5%);10/20/2009:$439%500:Price Change:$4%944: (-1%);10/06/2009:$444%444:Listed For Sale,Year:2018;Tax:$3%998;Assessment:;Land:$140%193;Improvements:$131%947;Total:$272%140,2 Beds,2 Baths,1%233 sqft,?,Built in 1982
675,675,California,CA,95003,Santa Cruz County,Aptos,6242 Cobblestone Ct,36.98859,-121.93133999999999,2 Beds;2 Baths;1%238 sqft;Townhouse;$412/sqft;1%394 sqft lot size;Built in 1984;County: Santa Cruz;Tax Rate Code Area: 96-101;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Townhouse (Residential);,$643%076,11/30/2006:$510%000:Sold,Year:2018;Tax:$7%631;Assessment:;Land:$412%124;Improvements:$188%400;Total:$600%524,2 Beds,2 Baths,1%238 sqft,$412/sqft,Built in 1984
676,676,California,CA,95003,Santa Cruz County,Aptos,6244 Cobblestone Ct,36.98859,-121.93126000000001,Townhouse;$458/sqft;Lot Size: 1%350 sqft;$300/monthly HOA;Built in 1984;180+ Days on Trulia;MLS/Source ID: ML81517659;,$642%672,11/18/2015:$562%500:Sold;11/03/2015:$565%000:Posting Removed;10/15/2015:$565%000:Pending;10/06/2015:$565%000:Listed For Sale;09/09/2014:$488%999:Posting Removed;07/21/2014:$488%999:Price Change:$10%000: (-2%);06/24/2014:$498%999:Price Change:$1%000: (-0%);06/14/2014:$499%999:Listed For Sale;01/15/2014:$425%000:Posting Removed;01/14/2014:$460%000:Sold;01/10/2014:$425%000:Pending;01/02/2014:$425%000:Listed For Sale,Year:2018;Tax:$7%461;Assessment:;Land:$438%919;Improvements:$146%306;Total:$585%225,?,?,?,$458/sqft,Built in 1984
677,677,California,CA,95003,Santa Cruz County,Aptos,6246 Cobblestone Ct,36.98859,-121.93118,Townhouse;Lot Size: 1%394 sqft;Built in 1984;180+ Days on Trulia;MLS/Source ID: 519997;,$643%493,08/10/2005:$595%000:Sold;12/30/2003:$440%000:Sold,Year:2018;Tax:$7%935;Assessment:;Land:$381%001;Improvements:$253%999;Total:$635%000,?,?,?,?,Built in 1984
678,678,California,CA,95003,Santa Cruz County,Aptos,6247 Cobblestone Ct,36.98885,-121.93117,Townhouse;Lot Size: 1%350 sqft;Built in 1984;180+ Days on Trulia;MLS/Source ID: 776954;,$764%014,05/03/2010:$545%000:Posting Removed;09/28/2008:$545%000:Listed For Sale;09/11/2008:$545%000:Posting Removed;09/05/2008:$522%000:Sold;06/19/2008:$545%000:Price Change:$24%000: (-4%);04/20/2008:$569%000:Listed For Sale;04/28/1995:$219%000:Sold,Year:2018;Tax:$7%523;Assessment:;Land:$354%472;Improvements:$236%314;Total:$590%786,?,?,?,?,Built in 1984
679,679,California,CA,95003,Santa Cruz County,Aptos,6248 Cobblestone Ct,36.98857,-121.9311,2 Beds;2 Baths;1%233 sqft;Townhouse;$207/sqft;1%350 sqft lot size;Built in 1984;County: Santa Cruz;Tax Rate Code Area: 96-101;Units: 1;Roof: Composition Shingle;Land Use Code: Townhouse (Residential);,$641%422,09/21/1999:$255%000:Sold,Year:2018;Tax:$4%720;Assessment:;Land:$206%675;Improvements:$137%781;Total:$344%456,2 Beds,2 Baths,1%233 sqft,$207/sqft,Built in 1984
680,680,California,CA,95003,Santa Cruz County,Aptos,6249 Cobblestone Ct,36.98885,-121.93109,Townhouse;$197/sqft;Lot Size: 1%350 sqft;Built in 1984;Foundation Type: Concrete Perimeter and Slab;Roof: Tile;MLS/Source ID: ML81136504;,$895%343,02/08/2012:$385%000:Posting Removed;02/03/2012:$385%000:Listed For Sale;12/23/2011:$375%000:Sold;12/20/2011:$385%000:Posting Removed;10/22/2011:$385%000:Price Change:$40%000: (-9%);08/22/2011:$425%000:Listed For Sale;01/19/2006:$640%000:Sold,Year:2018;Tax:$5%567;Assessment:;Land:$248%379;Improvements:$165%586;Total:$413%965,?,?,?,$197/sqft,Built in 1984
681,681,California,CA,95003,Santa Cruz County,Aptos,6250 Cobblestone Ct,36.98854,-121.93101999999999,Townhouse;Lot Size: 1%394 sqft;Built in 1984;MLS/Source ID: 616344;,$643%125,10/04/2013:$420%000:Sold;06/06/2006:$538%500:Sold,Year:2018;Tax:$5%993;Assessment:;Land:$180%998;Improvements:$271%497;Total:$452%495,?,?,?,?,Built in 1984
682,682,California,CA,95003,Santa Cruz County,Aptos,6251 Cobblestone Ct,36.988820000000004,-121.93101000000001,Townhouse;$388/sqft;Lot Size: 1%437 sqft;Built in 1984;Townhouse% Low Rise (1-3 Stories)% Contemporary Architecture;MLS/Source ID: 81404143;,$647%539,03/22/2014:$479%000:Posting Removed;03/20/2014:$475%500:Sold;02/11/2014:$479%000:Listed For Sale;04/20/1994:$212%000:Sold,Year:2018;Tax:$6%577;Assessment:;Land:$204%916;Improvements:$307%374;Total:$512%290,?,?,?,$388/sqft,Built in 1984
683,683,California,CA,95003,Santa Cruz County,Aptos,202 Coronado Dr,36.9767985,-121.8881038,3 Beds;3 Baths;1%224 sqft;Single Family Home;$398/sqft;0.65 acres lot size;Built in 1975;County: Santa Cruz;Tax Rate Code Area: 69-077;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$985%226,01/16/2004:$487%500:Sold,Year:2018;Tax:$8%578;Assessment:;Land:$652%800;Improvements:$127%500;Total:$780%300,3 Beds,3 Baths,1%224 sqft,$398/sqft,Built in 1975
684,684,California,CA,95003,Santa Cruz County,Aptos,204 Coronado Dr,36.9768265,-121.88808390000001,3 Beds;2 Baths;1%224 sqft;Single Family Home;$400/sqft;0.66 acres lot size;Built in 1975;County: Santa Cruz;Tax Rate Code Area: 69-077;Units: 1;Land Use Code: Single Family Residential;,$840%085,05/16/2002:$490%000:Sold;03/11/1998:$263%000:Sold,Year:2018;Tax:$7%097;Assessment:;Land:$381%719;Improvements:$254%479;Total:$636%198,3 Beds,2 Baths,1%224 sqft,$400/sqft,Built in 1975
685,685,California,CA,95003,Santa Cruz County,Aptos,206 Coronado Dr,36.97632,-121.88799999999999,4 Beds;2 Baths;1%554 sqft;Single Family Home;$483/sqft;0.88 acres lot size;Built in 1963;County: Santa Cruz;Tax Rate Code Area: 69-077;7 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$880%200,10/05/2006:$750%000:Sold;07/20/2001:$449%500:Sold;03/07/2000:$380%000:Sold,Year:2018;Tax:$9%387;Assessment:;Land:$508%910;Improvements:$339%270;Total:$848%180,4 Beds,2 Baths,1%554 sqft,$483/sqft,Built in 1963
